team_api_id,mean_player_rating,points_per_game
8429,65.26534653020113,1.2894736842105268
8467,63.84096446925393,1.2368421052631577
8485,64.88369580977235,1.0789473684210529
8548,73.83253588516747,2.289473684210525
8596,62.35247873471557,0.8157894736842097
8597,63.295271796916545,0.868421052631579
9800,64.3436735778841,0.8947368421052634
9860,66.1574827219564,1.2631578947368423
9925,72.74760765550238,2.1315789473684235
9927,67.91327751196172,1.3947368421052622
9938,68.1234250398724,1.6578947368421044
10251,68.61528213166143,1.421052631578947
