team_api_id,mean_player_rating,points_per_game
8177,72.52192714380323,1.4705882352941166
8178,72.9811874426774,1.7647058823529418
8226,70.88876252196847,1.0882352941176472
8234,66.79087770895259,1.1764705882352944
8262,68.99913622474246,1.1176470588235292
8406,70.37957249538017,1.1176470588235292
8697,71.06221332837285,1.1176470588235292
8721,75.37262452233888,1.3235294117647052
8722,70.94293026014334,1.2647058823529418
9788,71.26358340126978,1.6176470588235292
9789,76.6272956093976,2.2941176470588247
9790,72.86261148085832,1.2058823529411762
9810,70.77430183460339,1.058823529411765
9823,80.66970288109384,2.588235294117648
9904,70.03719995826452,0.7352941176470583
9905,69.42316375912598,1.4705882352941166
10189,73.75430974958783,1.5294117647058834
10269,71.27886339810372,0.9705882352941169
