team_name,team_api_id,mean_player_rating,points_per_game
BSC Young Boys,10192,64.81027340460163,1.1944444444444435
FC Basel,9931,70.63174177057618,2.0
FC Lausanne-Sports,7730,60.4032587489918,0.9166666666666671
FC Luzern,10199,62.77142706637724,1.1666666666666665
FC Sion,10179,66.37863867220574,1.3333333333333337
FC St. Gallen,10190,61.497063113146524,1.6388888888888875
FC Thun,10191,61.38058683138205,1.3333333333333337
FC Zürich,10243,63.259331468358674,1.5277777777777783
Grasshopper Club Zürich,9956,65.51256776081242,1.9166666666666663
Servette FC,9777,58.8153244689666,0.7222222222222218
