team_api_id,mean_player_rating,points_per_game
8524,72.61139639702591,1.1052631578947374
8529,73.44518510685158,1.2368421052631577
8530,73.1189684252821,1.4736842105263153
8533,72.21663190930471,1.1842105263157883
8535,76.96197258762031,1.8421052631578951
8540,72.13551876935236,0.8421052631578941
8543,77.34760916867145,1.605263157894738
8551,69.54281013513166,0.9473684210526309
8564,77.3996579587163,1.8947368421052617
8600,74.76725854470881,1.736842105263158
8636,78.06013168882774,1.421052631578947
8686,76.25280736458727,1.6315789473684195
9804,73.0572953662103,1.0526315789473693
9857,72.01675809893841,1.157894736842105
9875,77.54133138564201,2.0526315789473695
9878,68.48376414692292,0.5789473684210525
9882,71.97573079458282,1.1315789473684204
9885,80.28489534723006,2.289473684210525
10167,73.7537071679046,1.2894736842105268
10233,73.53842780111026,1.0
