team_name,team_api_id,mean_player_rating,points_per_game
ADO Den Haag,10217,66.77769904024187,1.0882352941176472
AZ,10229,67.95268017264185,1.8235294117647047
Ajax,8593,72.16909777984189,2.088235294117647
Excelsior,10218,64.86770368668765,0.9411764705882353
FC Dordrecht,6631,63.71233134293857,0.5882352941176472
FC Groningen,8674,67.35151710724524,1.3529411764705876
FC Twente,8611,68.6510826370074,1.4411764705882342
FC Utrecht,9908,66.75800515713719,1.2058823529411762
Feyenoord,10235,71.12428311903618,1.7352941176470582
Go Ahead Eagles,6433,64.54684739280329,0.7941176470588234
Heracles Almelo,9791,65.33575385356505,1.0882352941176472
NAC Breda,9761,65.8338639873681,0.8235294117647063
PEC Zwolle,6413,67.30314714421088,1.558823529411766
PSV,8640,72.66996427392142,2.588235294117648
SC Cambuur,7788,64.96480697778159,1.2058823529411762
SC Heerenveen,10228,66.47943612355262,1.4705882352941166
Vitesse,8277,69.21923924140953,1.7058823529411755
Willem II,8525,65.65020590376102,1.3529411764705876
