team_name,team_api_id,mean_player_rating,points_per_game
Arka Gdynia,8322,57.73570207570206,0.9333333333333335
Cracovia,2186,56.591111111111125,1.133333333333333
GKS Bełchatów,8569,60.78510317460319,1.6000000000000008
Jagiellonia Białystok,1957,59.95540123456788,1.4666666666666666
Korona Kielce,8245,61.4243968253968,1.233333333333334
Lech Poznań,2182,66.39486111111113,2.1666666666666656
Lechia Gdańsk,8030,58.180638888888886,1.233333333333334
Legia Warszawa,8673,66.75484126984126,1.733333333333334
Odra Wodzisław,8242,58.691431623931614,0.8999999999999996
P. Warszawa,2183,62.39912698412697,1.1000000000000005
Piast Gliwice,8028,59.36601190476189,0.8999999999999996
Polonia Bytom,8031,58.92783068783068,1.233333333333334
Ruch Chorzów,1601,61.53654761904762,1.766666666666666
Wisła Kraków,10265,67.86318121693121,2.066666666666668
Zagłębie Lubin,8021,57.66944444444445,1.166666666666667
Śląsk Wrocław,8025,58.018055555555556,1.2
