team_name,team_api_id,mean_player_rating,points_per_game
Athletic Club de Bilbao,8315,75.55772216309677,1.8421052631578951
Atlético Madrid,9906,79.24010758016738,2.3684210526315765
CA Osasuna,8371,70.62717264807824,1.0263157894736847
Elche CF,10268,71.13770454452894,1.0526315789473693
FC Barcelona,8634,82.79774966474382,2.289473684210525
Getafe CF,8305,72.93407865659383,1.1052631578947374
Granada CF,7878,71.1720981498234,1.0789473684210529
Levante UD,8581,72.7170763315676,1.2631578947368423
Málaga CF,9864,73.2655127919514,1.1842105263157883
RC Celta de Vigo,9910,71.23563410611197,1.2894736842105268
RCD Espanyol,8558,72.34646134894764,1.1052631578947374
Rayo Vallecano,8370,71.81235242954357,1.1315789473684204
Real Betis Balompié,8603,71.18418963858684,0.6578947368421059
Real Madrid CF,8633,81.88350536632329,2.289473684210525
Real Sociedad,8560,74.0032688933217,1.5526315789473693
Real Valladolid,10281,69.91111065895593,0.9473684210526309
Sevilla FC,8302,74.73985068673773,1.6578947368421044
UD Almería,9865,69.60108781528186,1.0526315789473693
Valencia CF,10267,76.00492202084693,1.2894736842105268
Villarreal CF,10205,73.31882584541707,1.5526315789473693
