team_name,team_api_id,mean_player_rating,points_per_game
Atalanta,8524,73.02948508074557,1.4285714285714288
Bologna,9857,71.97241941433671,1.2571428571428573
Cagliari,8529,73.74161536641375,1.1111111111111116
Catania,8530,71.65079517313958,1.2352941176470582
Cesena,9880,70.62422351860853,0.5882352941176472
Chievo Verona,8533,72.44330339144582,1.2432432432432428
Fiorentina,8535,75.12097391987096,1.2352941176470582
Genoa,10233,74.1788052330666,1.1111111111111116
Inter,8636,77.91111962792586,1.5405405405405406
Juventus,9885,79.95900020614305,2.257142857142857
Lazio,8543,75.65570872729964,1.6388888888888875
Lecce,9888,70.28849394303177,0.9714285714285712
Milan,8564,78.37434173223646,2.081081081081081
Napoli,9875,75.69975731339369,1.6666666666666659
Novara,6269,67.77127265831811,0.8055555555555562
Palermo,8540,71.96319061055902,1.1315789473684204
Parma,10167,72.6807882353337,1.5
Roma,8686,76.69055219949955,1.5135135135135143
Siena,8551,70.65020009139414,1.0555555555555562
Udinese,8600,75.66226250601248,1.75
